"","dim.1","dim.2"
"1",0.17133743394618,0.282886689652614
"2",0.201923561005681,0.304737921592978
"3",0.0561922835873574,-0.299913261354508
"4",0.132748794048145,-0.680869590810634
"5",0.315450903365657,0.0119667434985119
"6",0.255385834147752,-0.150489987829552
"7",0.0183066654027031,-0.355132548575184
"8",0.190157689214871,0.406417628146899
"9",-0.152952592756494,0.764308800656894
"10",-0.166475203649577,0.691070236318105
"11",-0.417747360365683,-0.0815513485445144
"12",-0.219280976031545,-0.0951756720682038
"13",-0.419434054985415,0.0574146514352822
"14",-0.425110738389468,-0.0187275628344725
"15",-0.120804438447839,-0.586272549788189
"16",-0.443513948033911,-0.123644241810541
"17",-0.0912921181221037,0.897436104394289
"18",-0.474959251557509,0.168831244758938
"19",-0.469710964812697,0.141662750810818
"20",-0.466935184733115,0.147166058908459
"21",0.234412636070278,-0.0698442678450602
"22",-0.273145189358036,-0.36480162598215
"23",-0.441617575966399,0.234743449994433
"24",-0.389186889770058,-0.398532040513286
"25",-0.399084783040793,-0.324868327227822
"26",-0.359639114383791,-0.329113685556962
"27",-0.37930370674824,-0.438717003932843
"28",-0.389585416425922,-0.394824741568854
"29",-0.444905728927108,-0.412878579461233
"30",-0.395382674809163,-0.494053134389959
"31",-0.380816810832466,-0.480099137923918
"32",-0.398676835112047,-0.256024846826956
"33",-0.375296672663861,-0.459747884871577
"34",-0.377064766891179,-0.45658780202404
"35",-0.409326499466449,-0.267661441562154
"36",-0.382204558822029,-0.465284462908566
"37",-0.372114586476482,-0.401609575652624
"38",-0.410443018552707,-0.240819819868898
"39",-0.374292575962599,-0.452243597127811
"40",-0.375778034265593,-0.487089846669233
"41",-0.326360912432991,-0.142443036588418
"42",0.343457603128141,0.00082241891989247
"43",-0.400189392134063,-0.267818699174465
"44",-0.154555208804532,0.959021244920854
"45",-0.0805918948789759,0.886918833120473
"46",-0.0304115507833231,0.987433519166337
"47",-0.0514414731652991,0.926834318666324
"48",-0.0521364097375176,0.421228063414964
"49",-0.148113331212923,0.76342479542344
"50",-0.0830247385157105,0.945321252690912
"51",-0.0234480261184295,0.914590357528267
"52",-0.00302873901400679,0.115208884174619
"53",-0.41612387354687,-0.0770728554075606
"54",-0.270228677005216,0.335849409575509
"55",-0.384638269751801,0.349557625752234
"56",0.300690923263711,-0.264536131959725
"57",-0.0185108186371471,-0.386810333038501
"58",0.147852995758318,-0.00253443864983179
"59",0.266105062116158,0.215194932526185
"60",-0.00363602721609069,0.142545497445891
"61",0.164876997259599,-0.0155529363182848
"62",0.195077213251268,0.228137974328047
"63",0.25476267804288,0.103600329407236
"64",0.251385256009297,-0.154383060119898
"65",0.204540242439595,0.00780428950213428
"66",0.307172479649379,-0.378906398322275
"67",0.289229836982692,5.20417042793042e-18
"68",0.255923258263204,0.111250747110162
"69",0.273024710224451,-0.301388940935483
"70",0.205849678425651,-0.624638243160329
"71",0.204256182329332,-0.063485522808355
"72",0.297204648729,-0.283998397332694
"73",0.24107031669137,0.301299823576048
"74",0.241774041358123,-0.191068598729991
"75",0.25653854406583,-0.245033245048155
"76",0.221500686531553,-0.261537640114989
"77",0.239885056893336,-0.062795742493466
"78",0.34345760312814,0.000822418919907774
"79",0.192188463794101,-0.577839358098142
"80",0.234536159328327,-0.0914492471177131
"81",0.258913690305845,-0.253829689032618
"82",0.339858236153387,0.0730106665831723
"83",0.145499759387861,-0.385682151159474
"84",-0.0746121984480947,0.0760507146766389
"85",0.0103472984606166,0.0798234814001437
"86",-0.0463580871970114,0.0355957318346576
"87",0.0534298628362342,-0.29411003129826
"88",-0.0444915941347332,0.544167838303586
"89",0.049211072317598,-0.320613900028512
"90",-0.068817729219206,-0.0295977048530597
"91",0.155157331145011,0.305731185890014
"92",0.12608225013399,0.286148988939601
"93",0.0651814869455658,-0.476787085185768
"94",0.150024661916466,0.0857122440727517
"95",-0.0295317873130399,0.207758138268193
"96",0.126852381067962,0.28742374941083
"97",0.204481821750965,0.00900989674542099
"98",0.046966136204566,-0.303547369480917
"99",0.0392534656406166,0.33689739235567
"100",-0.440480718681694,-0.144292866158971
"101",-0.0378998892666824,0.325419864846545
"102",0.277882943774915,-0.0849279978355537
"103",0.292940075152313,-0.132094014097201
"104",0.147852995758318,-0.00253443864983365
"105",0.225451508491441,-0.325097177354405
"106",0.255473485807307,-0.150242538768659
"107",0.312795067471072,-0.169224103760872
"108",0.256593705522569,-0.242704107794651
"109",0.241400491544214,-0.10799020297376
"110",0.204256182329332,-0.063485522808355
"111",0.24651224494522,-0.329700114745492
"112",0.313406433456998,0.127041210012096
"113",0.347985750605587,0.092962987385478
"114",0.267149297903804,0.212864390172255
"115",0.307949021439807,-0.340693345819959
"116",0.220531501752334,-0.349274755399747
"117",0.244034304832607,-0.173758928593239
"118",0.255385834147752,-0.150489987829552
"119",0.330865471706236,0.25337129060735
"120",0.234413098022772,-0.0698468812399226
"121",0.312269830572854,0.132793428061309
"122",0.222166180901188,0.182936665759482
"123",0.243345797773534,-0.0997691476792476
"124",0.234696284678992,-0.117272712761026
