"","dim.1","dim.2"
"1",0.35903879955174,0.407485161900808
"2",0.405343819447044,-0.116144749787221
"3",0.159440768510691,0.175947231144853
"4",0.243419100800995,0.143104502826256
"5",0.36857045307084,0.412040155824747
"6",0.368576733907072,0.412053730910971
"7",0.195248425948874,0.271268355062267
"8",0.362734105792144,0.377943337681266
"9",0.297897031966808,0.0462101786095798
"10",0.36295705474432,0.411877959586662
"11",-0.254724909682472,0.760697719510442
"12",-0.608230267800121,0.0977789062116124
"13",0.536201740310508,0.196532515145625
"14",-0.187272894126093,-0.182786826379268
"15",-0.590260504320175,0.0599328467821876
"16",-0.457652665837026,0.084802049109093
"17",-0.745259823358514,0.0255212890792976
"18",-0.193543169409017,-0.193132927334414
"19",-0.177382919422274,-0.102795403519713
"20",-0.554150002436168,0.0813809079088646
"21",-0.565528225407358,0.0642031568048258
"22",-0.503827660603792,-0.149379732168158
"23",-0.0239431431733947,0.00625617588509486
"24",-0.455854328397758,-0.175593073258401
"25",-0.553097166312515,0.0736675350951538
"26",-0.552707399028836,0.0646413701891501
"27",-0.565528225407358,0.0642031568048258
"28",-0.565528225407358,0.0642031568048258
"29",-0.565528225407358,0.0642031568048258
"30",-0.448620044659963,-0.218595790620107
"31",-0.679022432370941,-0.241925811686768
"32",-0.736273062130129,-0.0137389182137621
"33",-0.67941238234854,-0.243346754549827
"34",-0.333954229407551,-0.00740674997286304
"35",-0.333096061538427,0.0342180081434671
"36",-0.698228827576834,-0.12898576473384
"37",-0.695672751785431,-0.22448869586814
"38",-0.711050894497339,-0.264636545487429
"39",-0.682997593529839,-0.209052147976092
"40",-0.631940613244598,0.250792796683464
"41",-0.736233348377781,-0.0137444589453112
"42",-0.679022432370941,-0.241925811686768
"43",-0.773528474996442,-0.02111938772112
"44",-0.543123019431159,0.38128658688865
"45",-0.892243521908227,-0.175857958808213
"46",-0.899475416285935,-0.158292530192826
"47",-0.747497111558177,-0.180375443911283
"48",-0.792687053799258,-0.182817201166402
"49",-0.769007436029857,0.0756267528883525
"50",-0.573991160394097,-0.175203726140208
"51",0.553375243832566,0.177007411881043
"52",-0.90796730190825,-0.124162429785436
"53",-0.737157811158208,-0.115807016895667
"54",-0.773528474996442,-0.02111938772112
"55",-0.573972441002127,-0.175342115157144
"56",-0.760163090436854,-0.307717991671052
"57",-0.582015734916948,-0.190973353971419
"58",-0.884724518295854,-0.224741007264425
"59",-0.679415038370997,-0.243352002002802
"60",-0.854567435238682,-0.16054640776613
"61",-0.309821481632443,0.503406531752231
"62",-0.583873457295156,-0.188821719921679
"63",-0.684121243547631,-0.194649793853498
"64",-0.688195659135887,-0.229044111636866
"65",-0.4019466822946,-0.190307244531831
"66",-0.696757490947857,-0.227058556262462
"67",-0.654727361455043,-0.131772550021646
"68",-0.679415038370997,-0.243352002002802
"69",-0.614461897493645,-0.00666667231584374
"70",-0.717177402433507,-0.173614660888942
"71",-0.800925028940962,-0.165390613570668
"72",-0.894047947494715,-0.163682596958893
"73",-0.397134842445181,0.0761709622999153
"74",-0.682997582075195,-0.209052116370539
"75",-0.701554220490097,-0.198967592010053
"76",-0.699611517665364,-0.371450903801687
"77",-0.737905111284177,-0.191530034955955
"78",-0.573991160394065,-0.175203726140169
"79",-0.38288168828126,0.0896461436091705
"80",-0.583873457295156,-0.188821719921679
"81",-0.708311687744802,-0.229825710119783
"82",-0.742538657486546,-0.0251822653526593
"83",-0.696771573490993,-0.227375477136397
"84",-0.349420820652711,-0.110314497446687
"85",-0.562777447591863,0.0789531510925587
"86",-0.736227813002219,0.00735197973444777
"87",-0.736233348377781,-0.0137444589453125
"88",-0.829672580136331,-0.0131872387461133
"89",-0.662303259305053,-0.17867017603619
"90",-0.236266522658378,0.79947330638788
"91",-0.330202064905711,0.805218363877319
"92",-0.209029958045149,0.763515936636163
"93",-0.308336424650114,0.777038844887792
"94",-0.228218402759685,0.798468634281778
"95",-0.258458177475382,0.567894343786138
"96",-0.202264474998347,0.705913692946073
"97",-0.318982267010429,0.820089721580158
"98",-0.216744193571908,0.742654065919081
"99",-0.290343516510086,0.655102551751714
"100",-0.3455183465311,0.594769421331395
"101",0.0947574069197196,0.154991977494323
"102",0.443736889555161,-0.103682144583179
"103",-0.562777447591863,0.0789531510925587
"104",-0.590260504320175,0.0599328467821876
"105",-0.492891009436064,0.115350351829471
"106",0.405343819447044,-0.116144749787221
"107",0.595148559458053,-0.0655175020900581
"108",0.392591095564244,0.108494704147376
"109",0.328029365506809,-0.329576451047151
"110",0.434181277337561,-0.154166633790632
"111",0.290694422757755,0.0353736871210197
"112",0.658707326746259,-0.00974812297047164
"113",0.255211368750307,-0.00284135981809231
"114",0.481584491630101,0.0174732961878094
"115",0.556612710444014,-0.0118036182029093
"116",0.477011893807082,0.289686779957485
"117",0.4054994930669,-0.181247773279909
"118",0.455110788991902,-0.193997872326931
"119",0.393408075851317,-0.0215205751611166
"120",0.500954008810971,-0.00856217926239048
"121",0.303495068630688,-0.346208721094961
"122",0.326097183113168,-0.0545395841480105
"123",0.455110788991902,-0.193997872326931
"124",0.491472676483586,0.186531341865595
"125",0.479455034527255,0.212789797021133
"126",0.529802958580667,0.268864812625743
"127",0.489685490801952,-0.13982941989712
"128",0.500954008810971,-0.00856217926239048
"129",0.415922264035171,0.0574016923466826
"130",0.500954008810971,-0.00856217926239048
"131",0.532690629255912,0.173672151634947
"132",0.438314850225555,-0.245710674522463
"133",0.500954008810971,-0.00856217926239048
"134",0.450766917504175,-0.294896902206957
"135",0.507679358411834,0.228825567277423
"136",0.410436088316494,-0.145316861771657
"137",0.558291189598355,0.111387354499159
"138",0.515473778911885,0.154735142692855
"139",0.584674981630148,0.124120619107373
"140",0.278236870706407,0.309455991076711
"141",0.595498384773548,0.0911475124528084
"142",0.453352346902123,-0.32985771702553
"143",0.149479798180252,0.238902351994812
"144",0.455110116176657,-0.193998590585363
"145",0.353266242822808,0.409134541293978
"146",0.481584483867199,0.0174732836281771
"147",0.352076457116803,0.393312377221889
"148",0.350717799771592,0.405506106185082
"149",0.594823346301549,-0.0563805636181767
"150",0.349804841597207,0.406092121139741
"151",0.273831358942981,0.0208326112962991
"152",0.594731496492215,0.0900408120566152
"153",0.178726015785602,0.259028656823903
"154",0.370098572369526,0.393294864441238
"155",0.595498384773548,0.0911475124528084
"156",0.517742271602774,0.0965434232150988
"157",0.500954008810971,-0.00856217926239048
"158",0.601953410028834,0.104299107649893
"159",0.346619607917772,0.164946774479521
"160",0.368866405915738,-0.0808641604887174
"161",0.468631022149279,-0.31059178684414
"162",0.595106868532479,-0.0652739531640881
"163",0.437319746627961,-0.18385230369868
"164",0.399209455831354,-0.296715634742252
"165",0.52913430067143,-0.0387249534355142
"166",0.402493595811724,-0.153806267781082
"167",0.39558647369505,-0.16036799773287
"168",0.595106868532479,-0.0652739531640881
"169",0.481584491634947,0.0174732961956492
"170",0.518327496471787,-0.0744226811055033
"171",0.558781731183414,-0.0123356915191827
"172",0.396754830881095,-0.365923359714406
"173",0.515057073358662,0.00391710804765103
"174",0.548265213054172,-0.0615163376916941
"175",0.581516311095653,-0.196358164932402
"176",0.383683850234097,-0.154399005225111
"177",0.326097183113168,-0.0545395841480105
"178",0.244230348345108,-0.275530868462
"179",0.432787441724742,-0.0680754859418217
"180",0.415756199137692,-0.354196994946046
"181",0.500954008810971,-0.00856217926239048
"182",0.30304014873377,-0.347487611814333
"183",0.475803178864789,0.00741362422850193
"184",0.548214986928376,-0.262842132254305
"185",0.499868436417401,0.0108882844998408
"186",0.321666569706095,0.00312607494374831
"187",0.432499894818426,-0.0680840552054477
"188",0.324795438291092,-0.0629902073574011
"189",0.525059280835466,0.0720471055167526
"190",0.321666569706095,0.00312607494374839
"191",0.272408337982065,-0.202743309166657
"192",0.441394654207741,-0.330192316345449
"193",0.400182943964119,-0.363792658395551
"194",0.365756523321425,-0.383913788803994
"195",0.368855645445427,-0.0809167908828773
"196",0.423725004704961,-0.349022965238299
"197",0.383683850234097,-0.154399005225111
"198",0.398575064716798,-0.128974585092433
"199",0.411843519827558,-0.173516808450257
"200",0.519456830476282,-0.074481290523118
"201",0.384022047982548,-0.154987037339903
"202",0.505728167952825,0.0620349097405307
